"layer_id","module","module_size","n","Prop_sp","layer_name"
4,20,1,5,0.2,"TenerifeSouth"
4,21,1,5,0.2,"TenerifeSouth"
4,22,4,8,0.5,"TenerifeSouth"
4,24,1,5,0.2,"TenerifeSouth"
4,25,1,4,0.25,"TenerifeSouth"
4,26,1,4,0.25,"TenerifeSouth"
4,27,2,7,0.285714285714286,"TenerifeSouth"
4,28,1,4,0.25,"TenerifeSouth"
4,31,1,4,0.25,"TenerifeSouth"
4,34,1,9,0.111111111111111,"TenerifeSouth"
4,35,1,7,0.142857142857143,"TenerifeSouth"
4,37,4,7,0.571428571428571,"TenerifeSouth"
4,38,1,3,0.333333333333333,"TenerifeSouth"
4,40,1,4,0.25,"TenerifeSouth"
4,41,1,3,0.333333333333333,"TenerifeSouth"
4,42,1,3,0.333333333333333,"TenerifeSouth"
4,46,1,3,0.333333333333333,"TenerifeSouth"
4,47,1,3,0.333333333333333,"TenerifeSouth"
4,49,1,3,0.333333333333333,"TenerifeSouth"
4,50,1,3,0.333333333333333,"TenerifeSouth"
4,56,2,3,0.666666666666667,"TenerifeSouth"
4,57,1,3,0.333333333333333,"TenerifeSouth"
4,60,3,3,1,"TenerifeSouth"
4,63,1,2,0.5,"TenerifeSouth"
4,65,1,2,0.5,"TenerifeSouth"
4,66,1,2,0.5,"TenerifeSouth"
4,68,1,2,0.5,"TenerifeSouth"
4,70,1,2,0.5,"TenerifeSouth"
4,75,1,2,0.5,"TenerifeSouth"
4,79,1,2,0.5,"TenerifeSouth"
4,82,1,2,0.5,"TenerifeSouth"
5,1,7,48,0.145833333333333,"TenerifeTeno"
5,2,1,37,0.027027027027027,"TenerifeTeno"
5,3,5,21,0.238095238095238,"TenerifeTeno"
5,4,2,14,0.142857142857143,"TenerifeTeno"
5,5,2,8,0.25,"TenerifeTeno"
5,6,1,20,0.05,"TenerifeTeno"
5,7,7,19,0.368421052631579,"TenerifeTeno"
5,8,4,16,0.25,"TenerifeTeno"
5,9,2,12,0.166666666666667,"TenerifeTeno"
5,10,1,6,0.166666666666667,"TenerifeTeno"
5,11,1,7,0.142857142857143,"TenerifeTeno"
5,12,1,6,0.166666666666667,"TenerifeTeno"
5,13,1,6,0.166666666666667,"TenerifeTeno"
5,15,1,6,0.166666666666667,"TenerifeTeno"
5,16,1,6,0.166666666666667,"TenerifeTeno"
5,17,1,7,0.142857142857143,"TenerifeTeno"
5,18,1,5,0.2,"TenerifeTeno"
5,19,2,9,0.222222222222222,"TenerifeTeno"
5,20,1,5,0.2,"TenerifeTeno"
5,22,1,8,0.125,"TenerifeTeno"
5,23,2,8,0.25,"TenerifeTeno"
5,24,2,5,0.4,"TenerifeTeno"
5,26,1,4,0.25,"TenerifeTeno"
5,28,1,4,0.25,"TenerifeTeno"
5,29,1,4,0.25,"TenerifeTeno"
5,32,1,4,0.25,"TenerifeTeno"
5,33,3,7,0.428571428571429,"TenerifeTeno"
5,36,1,9,0.111111111111111,"TenerifeTeno"
5,37,3,7,0.428571428571429,"TenerifeTeno"
5,39,1,4,0.25,"TenerifeTeno"
5,40,2,4,0.5,"TenerifeTeno"
5,41,1,3,0.333333333333333,"TenerifeTeno"
5,43,1,3,0.333333333333333,"TenerifeTeno"
5,44,1,3,0.333333333333333,"TenerifeTeno"
5,45,1,3,0.333333333333333,"TenerifeTeno"
5,46,1,3,0.333333333333333,"TenerifeTeno"
5,57,2,3,0.666666666666667,"TenerifeTeno"
5,58,3,3,1,"TenerifeTeno"
5,61,1,2,0.5,"TenerifeTeno"
5,64,1,2,0.5,"TenerifeTeno"
5,70,1,2,0.5,"TenerifeTeno"
5,74,1,2,0.5,"TenerifeTeno"
5,75,1,2,0.5,"TenerifeTeno"
5,76,1,2,0.5,"TenerifeTeno"
5,82,1,2,0.5,"TenerifeTeno"
6,1,3,48,0.0625,"Gomera"
6,2,3,37,0.0810810810810811,"Gomera"
6,3,3,21,0.142857142857143,"Gomera"
6,4,1,14,0.0714285714285714,"Gomera"
6,5,1,8,0.125,"Gomera"
6,6,2,20,0.1,"Gomera"
6,7,5,19,0.263157894736842,"Gomera"
6,8,4,16,0.25,"Gomera"
6,9,1,12,0.0833333333333333,"Gomera"
6,10,1,6,0.166666666666667,"Gomera"
6,11,1,7,0.142857142857143,"Gomera"
6,12,1,6,0.166666666666667,"Gomera"
6,13,1,6,0.166666666666667,"Gomera"
6,14,1,6,0.166666666666667,"Gomera"
6,15,1,6,0.166666666666667,"Gomera"
6,16,1,6,0.166666666666667,"Gomera"
6,17,1,7,0.142857142857143,"Gomera"
6,18,1,5,0.2,"Gomera"
6,19,3,9,0.333333333333333,"Gomera"
6,20,1,5,0.2,"Gomera"
6,21,1,5,0.2,"Gomera"
6,22,2,8,0.25,"Gomera"
6,23,1,8,0.125,"Gomera"
6,24,1,5,0.2,"Gomera"
6,25,1,4,0.25,"Gomera"
6,28,1,4,0.25,"Gomera"
6,30,3,8,0.375,"Gomera"
6,31,1,4,0.25,"Gomera"
6,32,1,4,0.25,"Gomera"
6,38,1,3,0.333333333333333,"Gomera"
6,39,1,4,0.25,"Gomera"
6,42,1,3,0.333333333333333,"Gomera"
6,43,1,3,0.333333333333333,"Gomera"
6,44,1,3,0.333333333333333,"Gomera"
6,45,1,3,0.333333333333333,"Gomera"
6,47,1,3,0.333333333333333,"Gomera"
6,48,1,3,0.333333333333333,"Gomera"
6,49,1,3,0.333333333333333,"Gomera"
6,53,2,4,0.5,"Gomera"
6,59,1,2,0.5,"Gomera"
6,63,1,2,0.5,"Gomera"
6,67,1,2,0.5,"Gomera"
6,71,1,2,0.5,"Gomera"
6,72,1,2,0.5,"Gomera"
6,73,1,2,0.5,"Gomera"
6,77,1,2,0.5,"Gomera"
6,80,1,2,0.5,"Gomera"
7,1,5,48,0.104166666666667,"Hierro"
7,3,1,21,0.0476190476190476,"Hierro"
7,5,1,8,0.125,"Hierro"
7,6,10,20,0.5,"Hierro"
7,8,4,16,0.25,"Hierro"
7,9,4,12,0.333333333333333,"Hierro"
7,10,1,6,0.166666666666667,"Hierro"
7,11,1,7,0.142857142857143,"Hierro"
7,12,1,6,0.166666666666667,"Hierro"
7,13,1,6,0.166666666666667,"Hierro"
7,14,1,6,0.166666666666667,"Hierro"
7,18,1,5,0.2,"Hierro"
7,19,1,9,0.111111111111111,"Hierro"
7,21,1,5,0.2,"Hierro"
7,23,4,8,0.5,"Hierro"
7,29,1,4,0.25,"Hierro"
7,30,3,8,0.375,"Hierro"
7,32,1,4,0.25,"Hierro"
7,33,3,7,0.428571428571429,"Hierro"
7,35,4,7,0.571428571428571,"Hierro"
7,42,1,3,0.333333333333333,"Hierro"
7,43,1,3,0.333333333333333,"Hierro"
7,44,1,3,0.333333333333333,"Hierro"
7,45,1,3,0.333333333333333,"Hierro"
7,46,1,3,0.333333333333333,"Hierro"
7,48,1,3,0.333333333333333,"Hierro"
7,49,1,3,0.333333333333333,"Hierro"
7,50,1,3,0.333333333333333,"Hierro"
7,56,1,3,0.333333333333333,"Hierro"
7,59,1,2,0.5,"Hierro"
7,62,1,2,0.5,"Hierro"
7,64,1,2,0.5,"Hierro"
7,72,1,2,0.5,"Hierro"
7,73,1,2,0.5,"Hierro"
7,76,1,2,0.5,"Hierro"
7,77,1,2,0.5,"Hierro"
