"trial_number","layer_from","layer_to","turnover","distance_in_meters"
3,4,9,0.1875,336943.6391
3,4,10,0.195652173913043,337100.0413
3,4,11,0.179487179487179,376842.1066
3,4,12,0.137931034482759,376876.5125
3,4,13,0.0987654320987654,455616.6148
3,4,14,0.158536585365854,455670.4165
3,5,6,0.164556962025316,95.95512
3,5,7,0.162790697674419,116498.0882
3,5,8,0.164948453608247,116473.2763
3,5,9,0.220779220779221,173827.6658
3,5,10,0.211111111111111,173938.4686
3,5,11,0.181818181818182,200279.0495
3,5,12,0.209876543209877,200296.3813
3,5,13,0.173333333333333,274321.0892
3,5,14,0.175,274386.7194
3,6,7,0.176470588235294,116448.0545
3,6,8,0.202127659574468,116423.1775
3,6,9,0.160493827160494,173779.1593
3,6,10,0.172043010752688,173890.0276
3,6,11,0.166666666666667,200252.1231
3,6,12,0.195121951219512,200269.4864
3,6,13,0.173333333333333,274306.3841
3,6,14,0.146341463414634,274371.9913
3,7,8,0.152380952380952,95.901643
3,7,9,0.186046511627907,57391.05093
3,7,10,0.17,57507.0912
3,7,11,0.151162790697674,92943.79946
3,7,12,0.191011235955056,92982.62174
3,7,13,0.185185185185185,172702.2428
3,7,14,0.159090909090909,172748.3908
3,8,9,0.197916666666667,57421.1674
3,8,10,0.226415094339623,57537.41864
3,8,11,0.166666666666667,93016.48528
3,8,12,0.178217821782178,93055.34728
3,8,13,0.112244897959184,172778.5189
3,8,14,0.161616161616162,172824.6395
3,9,10,0.21978021978022,176.725963
3,9,11,0.177215189873418,52803.77965
3,9,12,0.234567901234568,52869.02752
3,9,13,0.111111111111111,129490.6054
3,9,14,0.215189873417722,129514.9474
3,10,11,0.186813186813187,52633.94478
3,10,12,0.210526315789474,52699.21787
3,10,13,0.206896551724138,129313.8797
3,10,14,0.233333333333333,129338.2219
3,11,12,0.154761904761905,70.701802
3,11,13,0.12987012987013,80115.5239
3,11,14,0.177215189873418,80155.97026
3,12,13,0.175,80069.46551
3,12,14,0.176470588235294,80109.96825
3,13,14,0.139240506329114,93.399466
4,1,2,0.133333333333333,505.679714
4,1,3,0.1875,305029.0863
4,1,4,0.20253164556962,305014.2086
4,1,5,0.24,244126.1002
4,1,6,0.205128205128205,244218.2947
4,1,7,0.228915662650602,339317.6653
4,1,8,0.210526315789474,339340.9395
4,1,9,0.215189873417722,389041.2745
4,1,10,0.193548387096774,389081.6723
4,1,11,0.207792207792208,390021.0886
4,1,12,0.202380952380952,389999.5747
4,1,13,0.153846153846154,437366.7753
4,1,14,0.142857142857143,437457.0124
4,2,3,0.188235294117647,305483.51
4,2,4,0.147727272727273,305468.5845
4,2,5,0.1,244342.8621
4,2,6,0.149425287356322,244435.1061
4,2,7,0.148936170212766,339422.5451
4,2,8,0.186274509803922,339445.9549
4,2,9,0.146067415730337,389106.7971
4,2,10,0.147058823529412,389146.973
4,2,11,0.178571428571429,390018.2084
4,2,12,0.188888888888889,389996.6073
4,2,13,0.142857142857143,437285.0066
4,2,14,0.133333333333333,437375.2712
4,3,4,0.189873417721519,67.363151
4,3,5,0.164556962025316,190517.2168
4,3,6,0.134146341463415,190493.473
4,3,7,0.231707317073171,284291.92
4,3,8,0.225806451612903,284225.6416
4,3,9,0.1875,337010.9202
4,3,10,0.145833333333333,337167.3216
4,3,11,0.15,376908.7486
4,3,12,0.204819277108434,376943.1528
4,3,13,0.141025641025641,455682.8693
4,3,14,0.158536585365854,455736.6729
4,4,5,0.194805194805195,190455.7312
4,4,6,0.192307692307692,190431.974
4,4,7,0.2625,284225.063
4,4,8,0.225806451612903,284158.7826
4,4,9,0.20253164556962,336943.6391
4,4,10,0.170212765957447,337100.0413
4,4,11,0.210526315789474,376842.1066
4,4,12,0.176470588235294,376876.5125
4,4,13,0.171052631578947,455616.6148
4,4,14,0.172839506172839,455670.4165
4,5,6,0.166666666666667,95.95512
4,5,7,0.192771084337349,116498.0882
4,5,8,0.166666666666667,116473.2763
4,5,9,0.223684210526316,173827.6658
4,5,10,0.213483146067416,173938.4686
4,5,11,0.184210526315789,200279.0495
4,5,12,0.166666666666667,200296.3813
4,5,13,0.16,274321.0892
4,5,14,0.120481927710843,274386.7194
4,6,7,0.204819277108434,116448.0545
4,6,8,0.189473684210526,116423.1775
4,6,9,0.205128205128205,173779.1593
4,6,10,0.224719101123595,173890.0276
4,6,11,0.213333333333333,200252.1231
4,6,12,0.222222222222222,200269.4864
4,6,13,0.173333333333333,274306.3841
4,6,14,0.132530120481928,274371.9913
4,7,8,0.247422680412371,95.901643
4,7,9,0.186046511627907,57391.05093
4,7,10,0.206185567010309,57507.0912
4,7,11,0.2375,92943.79946
4,7,12,0.215909090909091,92982.62174
4,7,13,0.156626506024096,172702.2428
4,7,14,0.228915662650602,172748.3908
4,8,9,0.185567010309278,57421.1674
4,8,10,0.160714285714286,57537.41864
4,8,11,0.217391304347826,93016.48528
4,8,12,0.16504854368932,93055.34728
4,8,13,0.135416666666667,172778.5189
4,8,14,0.173469387755102,172824.6395
4,9,10,0.168421052631579,176.725963
4,9,11,0.223684210526316,52803.77965
4,9,12,0.231707317073171,52869.02752
4,9,13,0.232876712328767,129490.6054
4,9,14,0.116279069767442,129514.9474
4,10,11,0.255813953488372,52633.94478
4,10,12,0.171717171717172,52699.21787
4,10,13,0.129032258064516,129313.8797
4,10,14,0.193548387096774,129338.2219
4,11,12,0.180722891566265,70.701802
4,11,13,0.225352112676056,80115.5239
4,11,14,0.207792207792208,80155.97026
4,12,13,0.117647058823529,80069.46551
4,12,14,0.147727272727273,80109.96825
4,13,14,0.0975609756097561,93.399466
5,1,2,0.183908045977011,505.679714
5,1,3,0.233766233766234,305029.0863
5,1,4,0.233766233766234,305014.2086
5,1,5,0.175,244126.1002
5,1,6,0.192307692307692,244218.2947
5,1,7,0.214285714285714,339317.6653
5,1,8,0.236559139784946,339340.9395
5,1,9,0.215189873417722,389041.2745
5,1,10,0.21978021978022,389081.6723
5,1,11,0.273972602739726,390021.0886
5,1,12,0.219512195121951,389999.5747
5,1,13,0.153846153846154,437366.7753
5,1,14,0.170731707317073,437457.0124
5,2,3,0.214285714285714,305483.51
5,2,4,0.186046511627907,305468.5845
5,2,5,0.160919540229885,244342.8621
5,2,6,0.204819277108434,244435.1061
5,2,7,0.252873563218391,339422.5451
5,2,8,0.207920792079208,339445.9549
5,2,9,0.157303370786517,389106.7971
5,2,10,0.18,389146.973
5,2,11,0.219512195121951,390018.2084
5,2,12,0.202247191011236,389996.6073
5,2,13,0.141176470588235,437285.0066
5,2,14,0.170454545454545,437375.2712
5,3,4,0.205128205128205,67.363151
5,3,5,0.1625,190517.2168
5,3,6,0.15,190493.473
5,3,7,0.202380952380952,284291.92
5,3,8,0.2,284225.6416
5,3,9,0.20253164556962,337010.9202
5,3,10,0.208791208791209,337167.3216
5,3,11,0.164556962025316,376908.7486
5,3,12,0.2375,376943.1528
5,3,13,0.155844155844156,455682.8693
5,3,14,0.158536585365854,455736.6729
5,4,5,0.107142857142857,190455.7312
5,4,6,0.15,190431.974
5,4,7,0.147727272727273,284225.063
5,4,8,0.151515151515152,284158.7826
5,4,9,0.130952380952381,336943.6391
5,4,10,0.157894736842105,337100.0413
5,4,11,0.194805194805195,376842.1066
5,4,12,0.178571428571429,376876.5125
5,4,13,0.171052631578947,455616.6148
5,4,14,0.172839506172839,455670.4165
5,5,6,0.151898734177215,95.95512
5,5,7,0.234567901234568,116498.0882
5,5,8,0.189473684210526,116473.2763
5,5,9,0.189873417721519,173827.6658
5,5,10,0.135416666666667,173938.4686
5,5,11,0.166666666666667,200279.0495
5,5,12,0.195121951219512,200296.3813
5,5,13,0.128205128205128,274321.0892
5,5,14,0.146341463414634,274386.7194
5,6,7,0.125,116448.0545
5,6,8,0.191489361702128,116423.1775
5,6,9,0.134146341463415,173779.1593
5,6,10,0.186813186813187,173890.0276
5,6,11,0.168831168831169,200252.1231
5,6,12,0.2125,200269.4864
5,6,13,0.175675675675676,274306.3841
5,6,14,0.1625,274371.9913
5,7,8,0.198019801980198,95.901643
5,7,9,0.186046511627907,57391.05093
5,7,10,0.147058823529412,57507.0912
5,7,11,0.207317073170732,92943.79946
5,7,12,0.164835164835165,92982.62174
5,7,13,0.142857142857143,172702.2428
5,7,14,0.2,172748.3908
5,8,9,0.210526315789474,57421.1674
5,8,10,0.171171171171171,57537.41864
5,8,11,0.217391304347826,93016.48528
5,8,12,0.252631578947368,93055.34728
5,8,13,0.172043010752688,172778.5189
5,8,14,0.185567010309278,172824.6395
5,9,10,0.144329896907216,176.725963
5,9,11,0.207792207792208,52803.77965
5,9,12,0.234567901234568,52869.02752
5,9,13,0.125,129490.6054
5,9,14,0.142857142857143,129514.9474
5,10,11,0.186813186813187,52633.94478
5,10,12,0.161616161616162,52699.21787
5,10,13,0.235294117647059,129313.8797
5,10,14,0.144329896907216,129338.2219
5,11,12,0.2125,70.701802
5,11,13,0.144736842105263,80115.5239
5,11,14,0.192307692307692,80155.97026
5,12,13,0.146341463414634,80069.46551
5,12,14,0.19047619047619,80109.96825
5,13,14,0.125,93.399466
6,1,2,0.146067415730337,505.679714
6,1,3,0.119047619047619,305029.0863
6,1,4,0.189873417721519,305014.2086
6,1,5,0.15,244126.1002
6,1,6,0.177215189873418,244218.2947
6,1,7,0.160919540229885,339317.6653
6,1,8,0.175257731958763,339340.9395
6,1,9,0.158536585365854,389041.2745
6,1,10,0.180851063829787,389081.6723
6,1,11,0.15,390021.0886
6,1,12,0.204819277108434,389999.5747
6,1,13,0.186666666666667,437366.7753
6,1,14,0.217948717948718,437457.0124
6,2,3,0.2,305483.51
6,2,4,0.172413793103448,305468.5845
6,2,5,0.136363636363636,244342.8621
6,2,6,0.202380952380952,244435.1061
6,2,7,0.224719101123595,339422.5451
6,2,8,0.184466019417476,339445.9549
6,2,9,0.183908045977011,389106.7971
6,2,10,0.214285714285714,389146.973
6,2,11,0.162790697674419,390018.2084
6,2,12,0.161290322580645,389996.6073
6,2,13,0.197530864197531,437285.0066
6,2,14,0.183908045977011,437375.2712
6,3,4,0.160493827160494,67.363151
6,3,5,0.135802469135802,190517.2168
6,3,6,0.177215189873418,190493.473
6,3,7,0.147727272727273,284291.92
6,3,8,0.163265306122449,284225.6416
6,3,9,0.217948717948718,337010.9202
6,3,10,0.168421052631579,337167.3216
6,3,11,0.135802469135802,376908.7486
6,3,12,0.123595505617978,376943.1528
6,3,13,0.155844155844156,455682.8693
6,3,14,0.1875,455736.6729
6,4,5,0.179487179487179,190455.7312
6,4,6,0.177215189873418,190431.974
6,4,7,0.202380952380952,284225.063
6,4,8,0.252747252747253,284158.7826
6,4,9,0.144578313253012,336943.6391
6,4,10,0.21978021978022,337100.0413
6,4,11,0.194805194805195,376842.1066
6,4,12,0.162790697674419,376876.5125
6,4,13,0.186666666666667,455616.6148
6,4,14,0.144578313253012,455670.4165
6,5,6,0.263888888888889,95.95512
6,5,7,0.207317073170732,116498.0882
6,5,8,0.178947368421053,116473.2763
6,5,9,0.192307692307692,173827.6658
6,5,10,0.224719101123595,173938.4686
6,5,11,0.168831168831169,200279.0495
6,5,12,0.180722891566265,200296.3813
6,5,13,0.208333333333333,274321.0892
6,5,14,0.192307692307692,274386.7194
6,6,7,0.204819277108434,116448.0545
6,6,8,0.177083333333333,116423.1775
6,6,9,0.175,173779.1593
6,6,10,0.182795698924731,173890.0276
6,6,11,0.166666666666667,200252.1231
6,6,12,0.164705882352941,200269.4864
6,6,13,0.173333333333333,274306.3841
6,6,14,0.236842105263158,274371.9913
6,7,8,0.152380952380952,95.901643
6,7,9,0.159090909090909,57391.05093
6,7,10,0.242105263157895,57507.0912
6,7,11,0.164705882352941,92943.79946
6,7,12,0.202247191011236,92982.62174
6,7,13,0.230769230769231,172702.2428
6,7,14,0.214285714285714,172748.3908
6,8,9,0.210526315789474,57421.1674
6,8,10,0.235849056603774,57537.41864
6,8,11,0.166666666666667,93016.48528
6,8,12,0.188118811881188,93055.34728
6,8,13,0.172043010752688,172778.5189
6,8,14,0.161616161616162,172824.6395
6,9,10,0.166666666666667,176.725963
6,9,11,0.148148148148148,52803.77965
6,9,12,0.188235294117647,52869.02752
6,9,13,0.168831168831169,129490.6054
6,9,14,0.263157894736842,129514.9474
6,10,11,0.197802197802198,52633.94478
6,10,12,0.21875,52699.21787
6,10,13,0.218390804597701,129313.8797
6,10,14,0.204301075268817,129338.2219
6,11,12,0.126436781609195,70.701802
6,11,13,0.175675675675676,80115.5239
6,11,14,0.148148148148148,80155.97026
6,12,13,0.144578313253012,80069.46551
6,12,14,0.188235294117647,80109.96825
6,13,14,0.184210526315789,93.399466
7,1,2,0.170454545454545,505.679714
7,1,3,0.172839506172839,305029.0863
7,1,4,0.20253164556962,305014.2086
7,1,5,0.175,244126.1002
7,1,6,0.146341463414634,244218.2947
7,1,7,0.228915662650602,339317.6653
7,1,8,0.161616161616162,339340.9395
7,1,9,0.156626506024096,389041.2745
7,1,10,0.193548387096774,389081.6723
7,1,11,0.1625,390021.0886
7,1,12,0.174418604651163,389999.5747
7,1,13,0.184210526315789,437366.7753
7,1,14,0.230769230769231,437457.0124
7,2,3,0.146067415730337,305483.51
7,2,4,0.172413793103448,305468.5845
7,2,5,0.231707317073171,244342.8621
7,2,6,0.188235294117647,244435.1061
7,2,7,0.172043010752688,339422.5451
7,2,8,0.207920792079208,339445.9549
7,2,9,0.211764705882353,389106.7971
7,2,10,0.191919191919192,389146.973
7,2,11,0.265822784810127,390018.2084
7,2,12,0.173913043478261,389996.6073
7,2,13,0.227848101265823,437285.0066
7,2,14,0.25609756097561,437375.2712
7,3,4,0.146341463414634,67.363151
7,3,5,0.134146341463415,190517.2168
7,3,6,0.177215189873418,190493.473
7,3,7,0.216867469879518,284291.92
7,3,8,0.163265306122449,284225.6416
7,3,9,0.130952380952381,337010.9202
7,3,10,0.157894736842105,337167.3216
7,3,11,0.210526315789474,376908.7486
7,3,12,0.176470588235294,376943.1528
7,3,13,0.141025641025641,455682.8693
7,3,14,0.144578313253012,455736.6729
7,4,5,0.148148148148148,190455.7312
7,4,6,0.1625,190431.974
7,4,7,0.160919540229885,284225.063
7,4,8,0.1875,284158.7826
7,4,9,0.144578313253012,336943.6391
7,4,10,0.208791208791209,337100.0413
7,4,11,0.135802469135802,376842.1066
7,4,12,0.162790697674419,376876.5125
7,4,13,0.1125,455616.6148
7,4,14,0.233766233766234,455670.4165
7,5,6,0.15,95.95512
7,5,7,0.204819277108434,116498.0882
7,5,8,0.141414141414141,116473.2763
7,5,9,0.205128205128205,173827.6658
7,5,10,0.197802197802198,173938.4686
7,5,11,0.213333333333333,200279.0495
7,5,12,0.137931034482759,200296.3813
7,5,13,0.142857142857143,274321.0892
7,5,14,0.253333333333333,274386.7194
7,6,7,0.19047619047619,116448.0545
7,6,8,0.177083333333333,116423.1775
7,6,9,0.189873417721519,173779.1593
7,6,10,0.172043010752688,173890.0276
7,6,11,0.181818181818182,200252.1231
7,6,12,0.207317073170732,200269.4864
7,6,13,0.142857142857143,274306.3841
7,6,14,0.236842105263158,274371.9913
7,7,8,0.174757281553398,95.901643
7,7,9,0.159090909090909,57391.05093
7,7,10,0.181818181818182,57507.0912
7,7,11,0.178571428571429,92943.79946
7,7,12,0.16304347826087,92982.62174
7,7,13,0.170731707317073,172702.2428
7,7,14,0.24390243902439,172748.3908
7,8,9,0.185567010309278,57421.1674
7,8,10,0.192660550458716,57537.41864
7,8,11,0.154639175257732,93016.48528
7,8,12,0.2,93055.34728
7,8,13,0.147368421052632,172778.5189
7,8,14,0.236559139784946,172824.6395
7,9,10,0.15625,176.725963
7,9,11,0.177215189873418,52803.77965
7,9,12,0.134831460674157,52869.02752
7,9,13,0.125,129490.6054
7,9,14,0.215189873417722,129514.9474
7,10,11,0.227272727272727,52633.94478
7,10,12,0.195876288659794,52699.21787
7,10,13,0.153846153846154,129313.8797
7,10,14,0.247191011235955,129338.2219
7,11,12,0.225,70.701802
7,11,13,0.175675675675676,80115.5239
7,11,14,0.24,80155.97026
7,12,13,0.1875,80069.46551
7,12,14,0.216867469879518,80109.96825
7,13,14,0.184210526315789,93.399466
8,1,2,0.144444444444444,505.679714
8,1,3,0.172839506172839,305029.0863
8,1,4,0.130952380952381,305014.2086
8,1,5,0.189873417721519,244126.1002
8,1,6,0.148148148148148,244218.2947
8,1,7,0.228915662650602,339317.6653
8,1,8,0.15,339340.9395
8,1,9,0.230769230769231,389041.2745
8,1,10,0.15625,389081.6723
8,1,11,0.273972602739726,390021.0886
8,1,12,0.202380952380952,389999.5747
8,1,13,0.125,437366.7753
8,1,14,0.185185185185185,437457.0124
8,2,3,0.172413793103448,305483.51
8,2,4,0.159090909090909,305468.5845
8,2,5,0.174418604651163,244342.8621
8,2,6,0.123595505617978,244435.1061
8,2,7,0.267441860465116,339422.5451
8,2,8,0.184466019417476,339445.9549
8,2,9,0.157303370786517,389106.7971
8,2,10,0.168316831683168,389146.973
8,2,11,0.19047619047619,390018.2084
8,2,12,0.136842105263158,389996.6073
8,2,13,0.168674698795181,437285.0066
8,2,14,0.157303370786517,437375.2712
8,3,4,0.132530120481928,67.363151
8,3,5,0.134146341463415,190517.2168
8,3,6,0.121951219512195,190493.473
8,3,7,0.174418604651163,284291.92
8,3,8,0.212765957446809,284225.6416
8,3,9,0.217948717948718,337010.9202
8,3,10,0.208791208791209,337167.3216
8,3,11,0.194805194805195,376908.7486
8,3,12,0.204819277108434,376943.1528
8,3,13,0.141025641025641,455682.8693
8,3,14,0.20253164556962,455736.6729
8,4,5,0.1625,190455.7312
8,4,6,0.15,190431.974
8,4,7,0.188235294117647,284225.063
8,4,8,0.175257731958763,284158.7826
8,4,9,0.1875,336943.6391
8,4,10,0.195652173913043,337100.0413
8,4,11,0.164556962025316,376842.1066
8,4,12,0.176470588235294,376876.5125
8,4,13,0.0987654320987654,455616.6148
8,4,14,0.144578313253012,455670.4165
8,5,6,0.166666666666667,95.95512
8,5,7,0.234567901234568,116498.0882
8,5,8,0.153061224489796,116473.2763
8,5,9,0.205128205128205,173827.6658
8,5,10,0.252873563218391,173938.4686
8,5,11,0.166666666666667,200279.0495
8,5,12,0.222222222222222,200296.3813
8,5,13,0.23943661971831,274321.0892
8,5,14,0.253333333333333,274386.7194
8,6,7,0.178571428571429,116448.0545
8,6,8,0.166666666666667,116423.1775
8,6,9,0.192307692307692,173779.1593
8,6,10,0.148936170212766,173890.0276
8,6,11,0.125,200252.1231
8,6,12,0.126436781609195,200269.4864
8,6,13,0.208333333333333,274306.3841
8,6,14,0.192307692307692,274371.9913
8,7,8,0.21,95.901643
8,7,9,0.214285714285714,57391.05093
8,7,10,0.206185567010309,57507.0912
8,7,11,0.151162790697674,92943.79946
8,7,12,0.202247191011236,92982.62174
8,7,13,0.185185185185185,172702.2428
8,7,14,0.214285714285714,172748.3908
8,8,9,0.185567010309278,57421.1674
8,8,10,0.181818181818182,57537.41864
8,8,11,0.191489361702128,93016.48528
8,8,12,0.153846153846154,93055.34728
8,8,13,0.135416666666667,172778.5189
8,8,14,0.197916666666667,172824.6395
