"module","node_id","layer_id","flow","type","species","size_of_module"
3,236,2,5.09648e-05,"pollinator","Sarcophagidae_sp._6",37
3,125,2,0.000152895,"pollinator","Dasytes_lanzarotensis",37
3,203,3,0.000307775,"pollinator","Osmia_latreillei",37
3,63,1,6.51539e-05,"pollinator","Aprostocetus_sp._1",37
3,76,3,0.000912781,"pollinator","Attalus_obscurus",37
3,250,1,9.77309e-05,"pollinator","Sphecidae_sp.",37
3,17,2,0.0137679,"plant","Launaea.arborescens",37
3,285,1,9.77309e-05,"pollinator","Urellliosoma_sp.",37
3,74,2,2.54824e-05,"pollinator","Attalus_chrysanthemi",37
3,17,3,0.0116998,"plant","Launaea.arborescens",37
3,259,1,0.000195462,"pollinator","Tephritidae_sp._1",37
3,225,2,0.000426781,"pollinator","Pteromalus_sp._2",37
3,225,1,0.000303845,"pollinator","Pteromalus_sp._2",37
3,17,4,0.0116897,"plant","Launaea.arborescens",37
3,160,1,0.000188359,"pollinator","Hylaeus_sp.",37
3,89,2,0.00010193,"pollinator","Campiglossa_martii",37
3,113,1,0.000301672,"pollinator","Coleoptera_sp._5",37
3,223,2,2.54824e-05,"pollinator","Proconura_sp._2",37
3,128,2,7.64473e-05,"pollinator","Diglyphus_chabrias",37
3,71,2,2.54824e-05,"pollinator","Attagenus_abbreviatus",37
3,164,1,0.000329919,"pollinator","Lasioglossum_phoenicurum",37
3,17,6,0.0116451,"plant","Launaea.arborescens",37
3,282,3,4.70728e-05,"pollinator","Tropinota_squalida",37
3,17,5,0.00991475,"plant","Launaea.arborescens",37
3,287,1,0.000130308,"pollinator","Vestitohalictus_sp.",37
3,206,1,0.000297937,"pollinator","Paragus_tibialis",37
3,48,2,5.09648e-05,"pollinator","Anaspis_cf._eversi",37
3,198,1,3.2577e-05,"pollinator","Ormyrus_sp._1",37
3,156,6,3.60231e-05,"pollinator","Halictus_fulvipes",37
3,54,1,0.00032577,"pollinator","Anthaxia_sp._1",37
3,178,5,0.000507191,"pollinator","Megaselia_sp._2",37
3,279,4,0.000138748,"pollinator","Torymoides_lindbergi",37
3,153,2,2.54824e-05,"pollinator","Geometridae_sp._2",37
3,203,6,0.000266272,"pollinator","Osmia_latreillei",37
3,206,2,0.000246082,"pollinator","Paragus_tibialis",37
4,2,1,2.31754e-05,"plant","Argyranthemum.sp.",19
4,8,6,0.00996101,"plant","Euphorbia.balsamifera..f.",19
4,70,3,1.20139e-05,"pollinator","Atherigona_varia",19
4,8,3,0.00998303,"plant","Euphorbia.balsamifera..f.",19
4,8,4,0.00906145,"plant","Euphorbia.balsamifera..f.",19
4,8,5,0.0102427,"plant","Euphorbia.balsamifera..f.",19
4,8,1,0.00984437,"plant","Euphorbia.balsamifera..f.",19
4,102,5,1.33601e-05,"pollinator","Chironomidae_sp.",19
4,67,6,1.71519e-05,"pollinator","Araneidae_sp._1",19
4,144,6,1.71519e-05,"pollinator","Eupelmus_testaceiventris",19
4,117,1,1.30518e-05,"pollinator","Colletes2?_Waiting<85>",19
4,8,2,0.00907647,"plant","Euphorbia.balsamifera..f.",19
4,260,5,1.33601e-05,"pollinator","Tethina_marmorata",19
4,246,3,2.09117e-05,"pollinator","Sepsis_sp.",19
4,244,1,0.000598104,"pollinator","Sciaridae_sp._4",19
4,8,7,0.00873917,"plant","Euphorbia.balsamifera..f.",19
4,123,3,1.20139e-05,"pollinator","Curculionidae_sp.",19
4,66,2,1.02477e-05,"pollinator","Araneae_sp._1",19
4,258,1,0.0017127,"pollinator","Tapinoma_nigerrimum",19
5,26,1,0.00727202,"plant","Lycium.intricatum",14
5,168,2,0.000261448,"pollinator","Leptochilus_fortunatus",14
5,116,1,0.000453609,"pollinator","Colletes1?_Waiting<85>",14
5,58,1,3.68766e-05,"pollinator","Anthophora_sp._aff._orotavae",14
5,26,6,0.00658603,"plant","Lycium.intricatum",14
5,131,2,0.000210018,"pollinator","Dischistus_atlanticus",14
5,26,3,0.0077911,"plant","Lycium.intricatum",14
5,57,1,3.68766e-05,"pollinator","Anthophora_sp._1",14
5,43,5,5.5016e-05,"pollinator","Amegilla_canifrons",14
5,26,2,0.00885173,"plant","Lycium.intricatum",14
5,196,1,0.000331889,"pollinator","Nomioides_sp.",14
5,26,5,0.00681088,"plant","Lycium.intricatum",14
5,26,4,0.00630828,"plant","Lycium.intricatum",14
5,277,2,5.89914e-05,"pollinator","Thysanoptera_sp._4",14
6,253,4,0.000139439,"pollinator","Synthesomyia_nudiseta",19
6,148,6,3.37958e-05,"pollinator","Exetastes_segmentarius",19
6,10,6,0.00987191,"plant","Euphorbia.lamarckii",19
6,10,7,0.0143342,"plant","Euphorbia.lamarckii",19
6,75,7,1.99779e-05,"pollinator","Attalus_crispus",19
6,173,4,4.1882e-05,"pollinator","Macrocoma_splendens",19
6,64,4,4.1882e-05,"pollinator","Aprostocetus_sp._2",19
6,10,4,0.0106323,"plant","Euphorbia.lamarckii",19
6,10,5,0.00829786,"plant","Euphorbia.lamarckii",19
6,129,7,6.15215e-05,"pollinator","Dilophus_hiemalis",19
6,209,7,1.99779e-05,"pollinator","Perilampus_sp._2",19
6,213,4,0.000125646,"pollinator","Phyto_discrepans",19
6,169,7,1.99779e-05,"pollinator","Linnaemyia_soror",19
6,134,7,1.99779e-05,"pollinator","Empis_sp._1",19
6,220,4,4.1882e-05,"pollinator","Platypalpus_sp._2",19
6,186,4,4.1882e-05,"pollinator","Mordellistena_cf._canariensis",19
6,97,7,1.99779e-05,"pollinator","Ceratogoponidae_sp._2",19
6,103,7,7.80999e-05,"pollinator","Chironomidae_sp._1",19
6,191,7,3.99558e-05,"pollinator","Mycetophilidae_sp._1",19
7,275,7,0.00616802,"pollinator","Thysanoptera_sp._2",7
7,275,6,0.00628994,"pollinator","Thysanoptera_sp._2",7
7,275,2,0.00564762,"pollinator","Thysanoptera_sp._2",7
7,275,3,0.00584067,"pollinator","Thysanoptera_sp._2",7
7,27,5,0.000706202,"plant","Nauplius.aquaticus",7
7,275,5,0.00634854,"pollinator","Thysanoptera_sp._2",7
7,275,4,0.00756142,"pollinator","Thysanoptera_sp._2",7
8,274,3,0.0066324,"pollinator","Thysanoptera_sp._1",6
8,274,2,0.00537024,"pollinator","Thysanoptera_sp._1",6
8,274,6,0.0064867,"pollinator","Thysanoptera_sp._1",6
8,274,7,0.00559253,"pollinator","Thysanoptera_sp._1",6
8,274,4,0.00671142,"pollinator","Thysanoptera_sp._1",6
8,274,5,0.00597554,"pollinator","Thysanoptera_sp._1",6
9,31,4,0.00974992,"plant","Periploca.laevigata",14
9,110,4,1.37935e-05,"pollinator","Chloropidae_sp._6",14
9,245,6,2.04043e-05,"pollinator","Scymnus_canariensis",14
9,31,6,0.00771382,"plant","Periploca.laevigata",14
9,31,5,0.00810178,"plant","Periploca.laevigata",14
9,121,7,4.0552e-05,"pollinator","Cryptocephalus_nitidicollis",14
9,31,7,0.00714701,"plant","Periploca.laevigata",14
9,152,5,1.70792e-05,"pollinator","Geometridae_sp.",14
9,127,7,2.23859e-05,"pollinator","Delia_flavibasis",14
9,150,4,4.13805e-05,"pollinator","Fannia_sp.",14
9,62,6,0.000706734,"pollinator","Aprostocetus_occidentalis",14
9,40,5,1.70792e-05,"pollinator","Agromyzidae?_sp._2",14
9,177,6,4.08086e-05,"pollinator","Megaselia_sp._1",14
9,62,4,0.000434496,"pollinator","Aprostocetus_occidentalis",14
10,1,4,0.0105168,"plant","Argyranthemum.frutescens",15
10,1,5,0.0105143,"plant","Argyranthemum.frutescens",15
10,1,6,0.00982875,"plant","Argyranthemum.frutescens",15
10,90,6,3.47262e-05,"pollinator","Campiglossa_reticulata",15
10,278,5,0.00154258,"pollinator","Thysanoptera_sp._7",15
10,88,6,0.000362903,"pollinator","Bruchidius_wollastoni",15
10,227,5,0.000321791,"pollinator","Pteromalus_sp._4",15
10,157,4,2.81964e-05,"pollinator","Holepyris_sp.",15
10,132,5,2.33605e-05,"pollinator","Elasmus_platyedrae",15
10,224,5,4.6721e-05,"pollinator","Pteromalus_sp._1",15
10,269,6,6.94524e-05,"pollinator","Thomisus_cf._globosum",15
10,280,4,2.81964e-05,"pollinator","Trixoscelis_sp.",15
10,80,6,6.94524e-05,"pollinator","Attalus_rugifrons",15
10,204,4,5.63927e-05,"pollinator","Oxyopes_cf._kraepelinorum",15
10,227,4,0.000368206,"pollinator","Pteromalus_sp._4",15
11,38,7,0.00415288,"plant","Schizogyne.sericea",10
11,192,6,0.00180189,"pollinator","Myopites_nigrescens",10
11,38,3,0.00363924,"plant","Schizogyne.sericea",10
11,38,4,0.00527856,"plant","Schizogyne.sericea",10
11,226,4,0.000326507,"pollinator","Pteromalus_sp._3",10
11,192,4,0.00225899,"pollinator","Myopites_nigrescens",10
11,192,7,0.00271199,"pollinator","Myopites_nigrescens",10
11,38,5,0.00406666,"plant","Schizogyne.sericea",10
11,226,7,0.000415154,"pollinator","Pteromalus_sp._3",10
11,124,5,9.56839e-05,"pollinator","Dasytes_cf._subaenescens",10
12,55,5,0.00425796,"pollinator","Anthophora_alluaudi",7
12,55,3,0.00410116,"pollinator","Anthophora_alluaudi",7
12,55,4,0.00373517,"pollinator","Anthophora_alluaudi",7
12,55,6,0.00406267,"pollinator","Anthophora_alluaudi",7
12,55,7,0.00359085,"pollinator","Anthophora_alluaudi",7
12,55,2,0.00392612,"pollinator","Anthophora_alluaudi",7
12,19,3,0.000226646,"plant","Lavendula.minutolii",7
13,165,4,0.00397572,"pollinator","Lasioglossum_viride",5
13,165,5,0.00493862,"pollinator","Lasioglossum_viride",5
13,165,6,0.00549275,"pollinator","Lasioglossum_viride",5
13,165,7,0.00403472,"pollinator","Lasioglossum_viride",5
13,165,3,0.00411349,"pollinator","Lasioglossum_viride",5
14,12,5,0.00452904,"plant","Fagonia.albiflora",7
14,12,6,0.00426684,"plant","Fagonia.albiflora",7
14,45,1,0.000980889,"pollinator","Amegilla_sp.",7
14,12,1,0.00353879,"plant","Fagonia.albiflora",7
14,281,1,0.000200182,"pollinator","Troglops_sp.",7
14,12,3,0.0042918,"plant","Fagonia.albiflora",7
14,12,4,0.00336472,"plant","Fagonia.albiflora",7
15,170,2,0.0027028,"pollinator","Lucilia_sericata",6
15,170,7,0.00260921,"pollinator","Lucilia_sericata",6
15,170,1,0.00319901,"pollinator","Lucilia_sericata",6
15,170,4,0.00283578,"pollinator","Lucilia_sericata",6
15,170,6,0.00273051,"pollinator","Lucilia_sericata",6
15,170,3,0.00268611,"pollinator","Lucilia_sericata",6
16,163,3,0.00283646,"pollinator","Lasioglossum_loetum",6
16,163,7,0.002835,"pollinator","Lasioglossum_loetum",6
16,163,6,0.00325747,"pollinator","Lasioglossum_loetum",6
16,163,2,0.00238843,"pollinator","Lasioglossum_loetum",6
16,163,4,0.00257929,"pollinator","Lasioglossum_loetum",6
16,163,5,0.00262611,"pollinator","Lasioglossum_loetum",6
17,216,2,0.00493546,"pollinator","Plagiolepis_schmitzii",4
17,216,1,0.00314889,"pollinator","Plagiolepis_schmitzii",4
17,216,4,0.00290144,"pollinator","Plagiolepis_schmitzii",4
17,216,6,0.00395265,"pollinator","Plagiolepis_schmitzii",4
18,284,1,0.00228926,"pollinator","Urelliosoma_guimari",6
18,284,2,0.00222236,"pollinator","Urelliosoma_guimari",6
18,284,3,0.0022995,"pollinator","Urelliosoma_guimari",6
18,284,4,0.0025096,"pollinator","Urelliosoma_guimari",6
18,284,5,0.00262057,"pollinator","Urelliosoma_guimari",6
18,284,6,0.00226988,"pollinator","Urelliosoma_guimari",6
19,68,6,4.22617e-05,"pollinator","Araneidae_sp._2",9
19,265,7,0.000147978,"pollinator","Thaumatomyia_notata",9
19,35,5,0.00281373,"plant","Rubia.fruticosa",9
19,175,5,5.2798e-05,"pollinator","Malthinus_mutabilis",9
19,174,3,1.54962e-05,"pollinator","Macroglossum_stellatarum",9
19,35,6,0.00347905,"plant","Rubia.fruticosa",9
19,35,7,0.00249585,"plant","Rubia.fruticosa",9
19,78,5,4.26038e-05,"pollinator","Attalus_pallipes",9
19,35,3,0.00335293,"plant","Rubia.fruticosa",9
20,101,3,0.00193701,"pollinator","Chetogena_acuminata",6
20,101,2,0.00205031,"pollinator","Chetogena_acuminata",6
20,101,5,0.00202841,"pollinator","Chetogena_acuminata",6
20,101,4,0.00200437,"pollinator","Chetogena_acuminata",6
20,101,6,0.00197146,"pollinator","Chetogena_acuminata",6
20,101,1,0.00184781,"pollinator","Chetogena_acuminata",6
21,50,5,0.00356692,"pollinator","Anaspis_proteus",4
21,50,2,0.00222701,"pollinator","Anaspis_proteus",4
21,50,4,0.00280006,"pollinator","Anaspis_proteus",4
21,50,3,0.0029916,"pollinator","Anaspis_proteus",4
22,20,6,0.000962085,"plant","Lavendula.multifida",9
22,44,4,0.00192318,"pollinator","Amegilla_quadrifasciata",9
22,44,5,0.00166698,"pollinator","Amegilla_quadrifasciata",9
22,252,4,6.12385e-05,"pollinator","Stomorhina_lunata",9
22,44,6,0.00186154,"pollinator","Amegilla_quadrifasciata",9
22,20,4,0.00197265,"plant","Lavendula.multifida",9
22,249,4,6.12385e-05,"pollinator","Sphaeniscus_filiolus",9
22,44,3,0.00157602,"pollinator","Amegilla_quadrifasciata",9
22,18,5,0.000761844,"plant","Lavendula.buchii",9
23,114,7,9.93818e-05,"pollinator","Colias_croceus",8
23,4,6,0.00215942,"plant","Asphaltklee.bituminosa",8
23,139,7,0.0012042,"pollinator","Eucera_gracilipes",8
23,288,7,4.96909e-05,"pollinator","Villa_nigriceps",8
23,4,5,0.00165396,"plant","Asphaltklee.bituminosa",8
23,139,5,0.00165053,"pollinator","Eucera_gracilipes",8
23,139,3,0.00113001,"pollinator","Eucera_gracilipes",8
23,4,7,0.00262967,"plant","Asphaltklee.bituminosa",8
24,111,3,0.00185864,"pollinator","Chrysomya_albiceps",5
24,111,2,0.00170871,"pollinator","Chrysomya_albiceps",5
24,111,7,0.00168985,"pollinator","Chrysomya_albiceps",5
24,111,4,0.002169,"pollinator","Chrysomya_albiceps",5
24,111,6,0.00177152,"pollinator","Chrysomya_albiceps",5
25,187,1,0.00156808,"pollinator","Musca_domestica",5
25,187,5,0.00179292,"pollinator","Musca_domestica",5
25,187,6,0.00169723,"pollinator","Musca_domestica",5
25,187,3,0.00185388,"pollinator","Musca_domestica",5
25,187,4,0.00178754,"pollinator","Musca_domestica",5
26,242,1,0.00241385,"pollinator","Sciaridae_sp.",4
26,242,7,0.00153216,"pollinator","Sciaridae_sp.",4
26,242,2,0.00181989,"pollinator","Sciaridae_sp.",4
26,242,5,0.00162367,"pollinator","Sciaridae_sp.",4
27,248,7,0.000303145,"pollinator","Spathulina_sicula",6
27,33,7,0.00287294,"plant","Phagnalon.saxatile",6
27,210,2,0.000242343,"pollinator","Phalacrus_coruscus",6
27,283,6,3.06214e-05,"pollinator","Trupanea_augur",6
27,210,7,0.000345531,"pollinator","Phalacrus_coruscus",6
27,33,6,0.00354129,"plant","Phagnalon.saxatile",6
28,60,6,0.00194082,"pollinator","Apis_mellifera",4
28,60,5,0.00155403,"pollinator","Apis_mellifera",4
28,60,4,0.0018746,"pollinator","Apis_mellifera",4
28,60,3,0.00159711,"pollinator","Apis_mellifera",4
29,266,4,0.00208359,"pollinator","Themnothorax_hesperius",7
29,158,5,0.000141322,"pollinator","Hylaeus_ater",7
29,266,5,0.00119373,"pollinator","Themnothorax_hesperius",7
29,13,4,0.00159503,"plant","Frankenia.laevis",7
29,46,4,2.50213e-05,"pollinator","Ammophila_terminata",7
29,185,4,3.88148e-05,"pollinator","Monomorium_subopacum",7
29,13,5,0.00154016,"plant","Frankenia.laevis",7
30,3,1,0.002915,"plant","Asparagus.pastorianus",14
30,28,1,0.000529764,"plant","Nauplius.sp.",14
30,72,1,0.000187633,"pollinator","Attagenus_sp._1",14
30,172,1,4.75361e-05,"pollinator","Macrocoma_cf._henoni",14
30,61,1,3.51065e-05,"pollinator","Aplocnemus_sp._2",14
30,194,1,0.00187804,"pollinator","Nomioides_deceptor",14
30,104,5,0.000242591,"pollinator","Chloropidae_sp.",14
30,104,1,0.000336335,"pollinator","Chloropidae_sp.",14
30,82,1,6.12101e-05,"pollinator","Axinotarsus_sp._1",14
30,230,1,4.78439e-05,"pollinator","Sarcophaga_sp._1",14
30,221,1,6.05812e-05,"pollinator","Podalonia_sp.",14
30,231,1,3.51065e-05,"pollinator","Sarcophagidae_sp.",14
30,222,1,0.00010532,"pollinator","Proconura_sp._1",14
30,51,1,9.74644e-05,"pollinator","Andrena_vachali",14
31,166,5,0.000390073,"pollinator","Leptochilus_cruentatus",5
31,254,4,0.000926394,"pollinator","Syritta_pipiens",5
31,254,5,0.00148851,"pollinator","Syritta_pipiens",5
31,254,7,0.00088543,"pollinator","Syritta_pipiens",5
31,30,5,0.00278838,"plant","Parolinia.intermedia",5
32,25,3,0.000581014,"plant","Lotus.spartioides",7
32,162,7,0.000241521,"pollinator","Lasioglossum_arctifrons",7
32,202,3,0.00101303,"pollinator","Osmia_canaria",7
32,176,7,0.000489947,"pollinator","Megachile_canariensis",7
32,202,7,0.000746033,"pollinator","Osmia_canaria",7
32,21,7,0.00270009,"plant","Lotus.glaucus",7
32,176,4,0.000347654,"pollinator","Megachile_canariensis",7
33,34,4,0.00160681,"plant","Plocama.pendula",3
33,34,6,0.00158861,"plant","Plocama.pendula",3
33,34,3,0.00283809,"plant","Plocama.pendula",3
34,211,3,0.000624139,"pollinator","Phthiria_simonyi",7
34,181,5,0.00058976,"pollinator","Meligethes_canariensis",7
34,211,5,0.000787211,"pollinator","Phthiria_simonyi",7
34,5,5,0.00157433,"plant","Ceballosia.fruticosa",7
34,5,7,0.00130912,"plant","Ceballosia.fruticosa",7
34,208,7,6.47369e-05,"pollinator","Perilampus_sp._1",7
34,211,7,0.000647005,"pollinator","Phthiria_simonyi",7
35,11,3,0.00418347,"plant","Euphorbia.regis.jubae",9
35,151,3,3.71322e-05,"pollinator","Gasteruption_sp.",9
35,41,3,0.000285821,"pollinator","Agromyzidae_sp._1",9
35,41,4,0.000333388,"pollinator","Agromyzidae_sp._1",9
35,159,3,0.000297057,"pollinator","Hylaeus_hohmanni",9
35,85,3,3.71322e-05,"pollinator","Bombylius_pintuarius",9
35,52,3,0.000284604,"pollinator","Andrena_vulcana",9
35,179,3,3.71322e-05,"pollinator","Melecta_curvispina",9
35,149,3,3.71322e-05,"pollinator","Exhyalanthrax_canarionae",9
36,14,2,0.00196281,"plant","Helianthemum.canariensis",5
36,145,4,0.000307626,"pollinator","Eurytoma_sp._1",5
36,145,2,0.000281671,"pollinator","Eurytoma_sp._1",5
36,14,1,0.00113388,"plant","Helianthemum.canariensis",5
36,14,4,0.00141623,"plant","Helianthemum.canariensis",5
37,56,6,0.00118757,"pollinator","Anthophora_orotavae",4
37,56,5,0.00126878,"pollinator","Anthophora_orotavae",4
37,56,3,0.00110197,"pollinator","Anthophora_orotavae",4
37,56,4,0.00122689,"pollinator","Anthophora_orotavae",4
38,217,3,0.00123492,"pollinator","Plagiolepis_sp._2",3
38,217,5,0.0016219,"pollinator","Plagiolepis_sp._2",3
38,217,4,0.00183835,"pollinator","Plagiolepis_sp._2",3
39,235,2,0.00110643,"pollinator","Sarcophagidae_sp._5",4
39,235,3,0.00105823,"pollinator","Sarcophagidae_sp._5",4
39,235,4,0.00110005,"pollinator","Sarcophagidae_sp._5",4
39,235,6,0.00101349,"pollinator","Sarcophagidae_sp._5",4
40,141,5,0.00126054,"pollinator","Eumerus_latitarsis",3
40,141,7,0.00115627,"pollinator","Eumerus_latitarsis",3
40,141,6,0.00160474,"pollinator","Eumerus_latitarsis",3
41,126,7,0.00108558,"pollinator","Dasytes_subaenescens",3
41,126,5,0.00168105,"pollinator","Dasytes_subaenescens",3
41,126,6,0.00108469,"pollinator","Dasytes_subaenescens",3
42,270,7,0.000938595,"pollinator","Thomisus_cf._onustus",4
42,270,6,0.000983608,"pollinator","Thomisus_cf._onustus",4
42,270,3,0.000915506,"pollinator","Thomisus_cf._onustus",4
42,270,5,0.000954366,"pollinator","Thomisus_cf._onustus",4
43,138,5,0.00131554,"pollinator","Estheria_simonyi",3
43,138,7,0.00129342,"pollinator","Estheria_simonyi",3
43,138,6,0.00109711,"pollinator","Estheria_simonyi",3
44,262,1,0.00066915,"pollinator","Tethinidae_sp._2",5
44,99,1,0.000331042,"pollinator","Chalicodoma_sicula",5
44,261,1,0.00052837,"pollinator","Tethinidae_sp._1",5
44,24,1,0.00159918,"plant","Lotus.sp.",5
44,99,2,0.000310065,"pollinator","Chalicodoma_sicula",5
45,16,6,0.00110789,"plant","Kickxia.scoparia",4
45,16,3,0.000982051,"plant","Kickxia.scoparia",4
45,16,5,0.000848389,"plant","Kickxia.scoparia",4
45,268,3,0.000261795,"pollinator","Themnothorax_risii",4
46,98,4,0.000882599,"pollinator","Chalicodoma_canescens",3
46,98,6,0.00114216,"pollinator","Chalicodoma_canescens",3
46,98,7,0.00102359,"pollinator","Chalicodoma_canescens",3
47,276,4,0.000685286,"pollinator","Thysanoptera_sp._3",4
47,276,3,0.000673298,"pollinator","Thysanoptera_sp._3",4
47,6,5,0.000382949,"plant","Ceropegia.dichotoma",4
47,276,5,0.000718529,"pollinator","Thysanoptera_sp._3",4
48,243,7,0.000893144,"pollinator","Sciaridae_sp._1",3
48,243,6,0.000770358,"pollinator","Sciaridae_sp._1",3
48,243,4,0.000785906,"pollinator","Sciaridae_sp._1",3
49,84,4,0.000706854,"pollinator","Blaesoxipha_sp._1",3
49,84,6,0.000919369,"pollinator","Blaesoxipha_sp._1",3
49,84,2,0.000668054,"pollinator","Blaesoxipha_sp._1",3
50,15,2,0.00108735,"plant","Kickxia.heterophylla",4
50,201,2,0.000154194,"pollinator","Oscinimorpha_sp.",4
50,15,1,0.000851516,"plant","Kickxia.heterophylla",4
50,155,2,0.000154194,"pollinator","Goniozus_sp.",4
51,140,5,0.000703386,"pollinator","Euderus_sp.",3
51,140,4,0.00070292,"pollinator","Euderus_sp.",3
51,140,7,0.000748538,"pollinator","Euderus_sp.",3
52,32,2,0.000710832,"plant","Phagnalon.purpurascens",5
52,91,2,0.000734112,"pollinator","Camponotus_cfr._feae",5
52,22,2,0.000357239,"plant","Lotus.lancerottensis",5
52,105,2,0.000141262,"pollinator","Chloropidae_sp._1",5
52,264,2,0.000129209,"pollinator","Tetramesa_sp.",5
53,239,3,0.000653605,"pollinator","Scaeva_albomaculata",3
53,239,7,0.000634022,"pollinator","Scaeva_albomaculata",3
53,239,6,0.000764175,"pollinator","Scaeva_albomaculata",3
54,136,3,0.000615391,"pollinator","Eristalinus_taeniops",3
54,136,7,0.000592274,"pollinator","Eristalinus_taeniops",3
54,136,4,0.000730163,"pollinator","Eristalinus_taeniops",3
55,271,1,0.000208849,"pollinator","Thyreus_sp._aff._ramosus",6
55,39,1,0.000904484,"plant","Zilla.spinosa",6
55,161,1,0.000111118,"pollinator","Hym._Waiting<85>.",6
55,100,1,0.000216792,"pollinator","Chalicodoma_sp.",6
55,180,1,0.000111118,"pollinator","Melecta_sp.",6
55,86,1,0.000171392,"pollinator","Bombylius_sp._1",6
56,255,7,0.000583686,"pollinator","Tachina_canariensis",2
56,255,6,0.00102651,"pollinator","Tachina_canariensis",2
57,234,2,0.000379124,"pollinator","Sarcophagidae_sp._4",3
57,36,6,0.000403797,"plant","Salvia.aegyptiaca",3
57,36,2,0.000631232,"plant","Salvia.aegyptiaca",3
58,182,4,0.000144727,"pollinator","Meligethes_cf._canariensis",3
58,195,4,0.000144727,"pollinator","Nomioides_fortunatus",3
58,23,4,0.000880268,"plant","Lotus.sessilifolius",3
59,37,7,0.000401318,"plant","Satureja.kuegleri",3
59,37,4,0.000698224,"plant","Satureja.kuegleri",3
59,154,4,5.40287e-05,"pollinator","Gnaphosidae_sp._1",3
60,115,3,0.00049249,"pollinator","Colletes_dimidiatus",2
60,115,7,0.000558586,"pollinator","Colletes_dimidiatus",2
